Molecule,FP00001,FP00002,FP00003,FP00004,FP00005,FP00006,FP00007,FP00008,FP00009,FP00010,FP00011,FP00012,FP00013,FP00014,FP00015,FP00016,FP00017,FP00018,FP00019,FP00020,FP00021,FP00022,FP00023,FP00024,FP00025,FP00026,FP00027,FP00028,FP00029,FP00030,FP00031,FP00032,FP00033,FP00034,FP00035,FP00036,FP00037,FP00038,FP00039,FP00040,FP00041,FP00042,FP00043,FP00044,FP00045,FP00046,FP00047,FP00048,FP00049,FP00050,FP00051,FP00052,FP00053,FP00054,FP00055,FP00056,FP00057,FP00058,FP00059,FP00060,FP00061,FP00062,FP00063,FP00064,FP00065,FP00066,FP00067,FP00068,FP00069,FP00070,FP00071,FP00072,FP00073,FP00074,FP00075,FP00076,FP00077,FP00078,FP00079,FP00080,FP00081,FP00082,FP00083,FP00084,FP00085,FP00086,FP00087,FP00088,FP00089,FP00090,FP00091,FP00092,FP00093,FP00094,FP00095,FP00096,FP00097,FP00098,FP00099,FP00100,FP00101,FP00102,FP00103,FP00104,FP00105,FP00106,FP00107,FP00108,FP00109,FP00110,FP00111,FP00112,FP00113,FP00114,FP00115,FP00116,FP00117,FP00118,FP00119,FP00120,FP00121,FP00122,FP00123,FP00124,FP00125,FP00126,FP00127,FP00128,FP00129,FP00130,FP00131,FP00132,FP00133,FP00134,FP00135,FP00136,FP00137,FP00138,FP00139,FP00140,FP00141,FP00142,FP00143,FP00144,FP00145,FP00146,FP00147,FP00148,FP00149,FP00150,FP00151,FP00152,FP00153,FP00154,FP00155,FP00156,FP00157,FP00158,FP00159,FP00160,FP00161,FP00162,FP00163,FP00164,FP00165,FP00166,FP00167,FP00168,FP00169,FP00170,FP00171,FP00172,FP00173,FP00174,FP00175,FP00176,FP00177,FP00178,FP00179,FP00180,FP00181,FP00182,FP00183,FP00184,FP00185,FP00186,FP00187,FP00188,FP00189,FP00190,FP00191,FP00192,FP00193,FP00194,FP00195,FP00196,FP00197,FP00198,FP00199,FP00200,FP00201,FP00202,FP00203,FP00204,FP00205,FP00206,FP00207,FP00208,FP00209,FP00210,FP00211,FP00212,FP00213,FP00214,FP00215,FP00216,FP00217,FP00218,FP00219,FP00220,FP00221,FP00222,FP00223,FP00224,FP00225,FP00226,FP00227,FP00228,FP00229,FP00230,FP00231,FP00232,FP00233,FP00234,FP00235,FP00236,FP00237,FP00238,FP00239,FP00240,FP00241,FP00242,FP00243,FP00244,FP00245,FP00246,FP00247,FP00248,FP00249,FP00250,FP00251,FP00252,FP00253,FP00254,FP00255,FP00256,FP00257,FP00258,FP00259,FP00260,FP00261,FP00262,FP00263,FP00264,FP00265,FP00266,FP00267,FP00268,FP00269,FP00270,FP00271,FP00272,FP00273,FP00274,FP00275,FP00276,FP00277,FP00278,FP00279,FP00280,FP00281,FP00282,FP00283,FP00284,FP00285,FP00286,FP00287,FP00288,FP00289,FP00290,FP00291,FP00292,FP00293,FP00294,FP00295,FP00296,FP00297,FP00298,FP00299,FP00300,FP00301,FP00302,FP00303,FP00304,FP00305,FP00306,FP00307,FP00308,FP00309,FP00310,FP00311,FP00312,FP00313,FP00314,FP00315,FP00316,FP00317,FP00318,FP00319,FP00320,FP00321,FP00322,FP00323,FP00324,FP00325,FP00326,FP00327,FP00328,FP00329,FP00330,FP00331,FP00332,FP00333,FP00334,FP00335,FP00336,FP00337,FP00338,FP00339,FP00340,FP00341,FP00342,FP00343,FP00344,FP00345,FP00346,FP00347,FP00348,FP00349,FP00350,FP00351,FP00352,FP00353,FP00354,FP00355,FP00356,FP00357,FP00358,FP00359,FP00360,FP00361,FP00362,FP00363,FP00364
EN300-26621749_2_C_SP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.967562,0,1.450751,0,0,0,0,0,0,0,0,0,0,1.220831,1.354746,0,0,0,0,0,0,0,0,0,0,0,2.977921,0,5.130621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.082756,0,0,0,0,0,0,3.726018,0,0,3.6378,0,3.144642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.450969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.488975,0,16.605561,0,0,0,0,0,0,0,0,0,0,5.951019,0,0,0,0,0,0,0,0,0,0,0,0,12.814774,0,6.421877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.610668,0,22.582763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.390609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.421095,0,0,19.055794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.143701,0,0,10.131371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.004122,0,0,34.707778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999489,0,4.488237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03899,0,0,0,0,0,0,3.109342,0,0,3.112956,0,0.035215,0,0,0,0,0,0,0,0,0,0,0,0,0
EN300-267020_2_C_SP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.861589,0,0,1.497466,0,0,0,0,0,0,0,0,0,1.216658,1.349149,0,0,0,0,0,0,0,0,0,0,0,7.469271,0,0,4.972781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.707806,0,0,0,0,10.608771,0,0,6.60432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.640844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.19624,0,0,0,0,0,0,0,0,0,0,0,11.381049,0,0,11.099702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.029815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.673876,0,0,3.870853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.641982,0,0,1.357984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.260527,0,0,0,0
EN300-267151_3_C_SP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.979666,0,0,1.503102,0,0,0,0,0,0,0,0,0,1.22019,1.348085,0,0,0,0,0,0,0,0,0,0,0,6.87087,0,0,2.501265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.859458,0,0,0,0,0,0,0,3.151295,0,0,0,0,0,0,0,0,3.754639,0,0,0,0,0,0,0,0,3.745162,0,0,0,0,9.317872,0,9.254573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.343337,0,0,0,0,0,0,5.752249,0,0,0,0,5.723081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.727741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.800642,0,0,1.933392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76483,0,0,1.322678,0,0,0,0,0,0,0,0,2.788912,0,0,0,0,0,0,0,0,0,0,0,0,0
EN300-27081753_13_C_SP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.892686,0,0,1.549024,0,0,0,0,0,0,0,0,0,1.219776,1.363611,0,0,0,0,0,0,0,0,0,0,0,7.531727,0,0,2.553052,0,0,0,0,2.4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.622696,0,7.033903,6.853522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.285829,0,9.163542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.494559,0,10.909913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.168031,0,0,6.958515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.154415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.661507,0,0,1.942077,0,0,0,0,1.870411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.369913,0,1.498904,4.128779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EN300-27127274_14_C_SP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.855322,0,0,1.557466,0,0,0,0,0,0,0,0,0,1.221505,1.353006,0,0,0,0,0,0,0,0,0,0,0,4.933274,0,0,0,0,0,0,0,0,0,2.500409,0,0,0,5.435449,0,0,0,0,0,0,0,0,0,0,0,6.979329,0,3.195116,10.021082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.657408,0,0,13.089,0,0,0,0,0,0,0,0,0,4.354879,0,0,0,0,0,0,0,0,0,0,0,0,27.089726,0,0,5.358156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.237722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.679844,0,0,0,0,0,0,0,0,0,1.958889,0,0,0,1.988629,0,0,0,0,0,0,0,0,0,0,0,0,0,1.324638,3.086404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EN300-2963197_4_C_SP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.888681,0,0,1.530225,0,0,0,0,0,0,0,0,0,1.220373,1.359476,0,0,0,0,0,0,0,0,0,0,0,7.03535,0,0,0,0,0,0,0,2.469743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.67442,0,0,6.855896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.228338,0,0,9.144603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.431089,0,0,5.676735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.941294,0,0,6.071658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.602388,0,0,0,0,0,0,0,1.907005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.153543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EN300-302806_19_C_SP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.854332,0,0,1.515043,0,0,0,0,0,0,0,0,0,1.221107,1.347939,0,0,0,0,0,0,0,0,0,0,0,4.239871,0,0,0,0,0,0,0,0,0,0,0,0,2.427713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.642772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.014151,0,8.928862,4.765776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.823699,0,11.531174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.281778,0,6.343752,0,0,0,0,0,0,0,0,0,0,0,6.985209,0,0,0,0,0,0,0,0,0,0,0,0,0,7.796291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.821151,0,16.865069,8.554929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.239682,0,0,0,0,0,0,0,0,0,0,0,0,52.64585,0,0,30.774872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.717817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.575632,0,0,0,0,0,0,0,0,0,0,0,0,1.938706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.973287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EN300-304355_2_C_SP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.854536,0,1.490864,0,0,0,0,0,0,0,0,0,0,1.217413,1.352341,0,0,0,0,0,0,0,0,0,0,0,0,0,2.512301,0,0,0,0,2.444421,0,0,0,0,0,2.940845,0,0,0,0,0,0,0,0,0,0,0,0,3.868083,0,3.669154,0,0,0,0,3.774347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.502697,0,4.212632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.687579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.575523,0,13.062667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.820569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.261724,0,8.51664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.603449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.820161,0,2.120151,0,0,0,0,2.054469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.141593,0,0,0,0,3.141593,0,0,0,0,0,0.007746,0,0,0,0,0,0,0,0,0,0,0,0
EN300-316857_2_C_SP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.850408,0,0,1.51847,0,0,0,0,0,0,0,0,0,1.217113,1.351228,0,0,0,0,0,0,0,0,0,0,0,7.648576,0,0,2.508563,0,0,0,0,0,0,0,0,0,0,2.417903,0,0,0,0,0,0,0,0,0,0,0,3.982629,0,0,3.705779,0,0,0,0,0,0,3.805781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.935108,0,4.9467,4.259488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.283972,0,0,0,0,0,0,0,0,0,0,0,0,5.211161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.046857,0,0,0,0,0,0,0,0,0,0,0,22.292962,0,0,7.350134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.03165,0,17.044271,8.33494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.746065,0,18.955486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.7411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.362317,0,22.666766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.703392,0,0,1.926155,0,0,0,0,0,0,0,0,0,0,1.909475,0,0,0,0,0,0,0,0,0,0,0,2.07454,0,0,3.089818,0,0,0,0,0,0,3.029731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EN300-3414681_18_C_SP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.918743,0,0,1.533494,0,0,0,0,0,0,0,0,0,1.223096,1.354906,0,0,0,0,0,0,0,0,0,0,0,4.870751,0,0,2.505254,0,0,0,0,0,0,2.516321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.831363,0,13.635362,0,0,0,0,0,0,0,0,0,0,0,3.08839,0,0,0,0,0,0,0,0,0,0,0,13.408034,0,9.357044,8.67679,0,0,0,0,0,0,0,0,0,4.510468,0,0,0,0,0,0,0,0,0,0,0,0,27.200845,0,5.124089,10.63383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.497664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.762892,0,0,1.909819,0,0,0,0,0,0,1.977315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.454138,0,2.519185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EN300-3451857_2_C_SP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.965261,0,0,1.506796,0,0,0,0,0,0,0,0,0,1.222729,1.349306,0,0,0,0,0,0,0,0,0,0,0,9.763071,0,0,2.525521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.430118,0,3.844534,3.07873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.647204,0,0,4.475421,0,0,0,0,0,0,4.958214,0,0,4.241518,0,0,0,0,0,0,0,0,0,0,0,0,10.959389,0,5.309759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.520868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.76869,0,0,1.958234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.011099,0,3.040952,1.111743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EN300-36969789_15_C_SP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.846876,0,0,1.482445,0,0,0,0,0,0,0,0,0,1.218358,1.344757,0,0,0,0,0,0,0,0,0,0,0,8.198661,0,0,7.755326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.346874,0,0,7.264749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.889685,0,0,0,0,0,0,0,0,0,4.7231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.959516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.951498,6.155035,0,0,0,0,0,0,0,0,0,0,0,22.160592,0,0,15.16208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.197271,0,0,16.666671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.602068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81713,0,0,6.235118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.811092,0,0,8.279337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EN300-37152216_16_C_SP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.508437,0,0,0,0,0,0,0,0,0,0,0,0,2.546627,0,0,0,0,0,0,0,0,0,0,2.996199,0,0,0,0,0,0,2.525567,0,0,0,0,2.567159,0,0,0,0,0,0,0,0,0,0,0,0,0,3.130896,0,7.328714,3.082716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.744215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.730392,0,0,5.070806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.019586,0,0,0,0,0,0,0,0,0,0,0,0,7.499626,0,15.227755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.060004,0,8.247042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.902062,0,18.887896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.353578,0,10.055712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.129435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.191745,0,0,0,0,2.181297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.216896,0.054044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EN300-37364462_19_C_SP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.90597,0,0,1.525068,0,0,0,0,0,0,0,0,0,1.222809,1.357094,0,0,0,0,0,0,0,0,0,0,0,4.630386,0,0,2.505195,0,0,0,0,0,0,0,0,0,0,2.399094,0,0,0,0,0,0,0,0,0,0,0,3.138442,0,0,3.74419,0,0,0,0,0,0,3.647821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.728851,0,4.339615,13.398901,0,0,0,0,0,0,0,0,0,4.386679,0,0,0,0,0,0,0,0,0,0,0,0,11.22158,0,0,5.896482,0,0,0,0,0,0,0,0,0,0,5.379443,0,0,0,0,0,0,0,0,0,0,0,39.229805,0,0,26.221977,0,0,0,0,0,0,0,0,0,0,6.452941,0,0,0,0,0,0,0,0,0,0,0,38.369238,0,0,7.711451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.623705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.748076,0,0,1.915514,0,0,0,0,0,0,0,0,0,0,1.875842,0,0,0,0,0,0,0,0,0,0,0,2.048276,0,0,3.141593,0,0,0,0,0,0,2.354715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
